Event,TimeSinceStart,Days,Hours,Minutes,AvgPlantGrowth,SectionNumber,PlantType,NoOfSprinklers,NoOfHeaters,TempSensors,SoilSensors,HumiditySensor,WaterLevel,WaterNeed,SprinklerStatus,CurrentTempera,HeaterStatus,FertilizerLevel,LowDayLight,LowLightSeverity,PestAttack,PestSeverity,Power Failure,PowerOffTimeRemaining,Rain,RainTimeRemaining,WaterCutOff,WaterCutOffTimeRemaining
Sprinklers turned ON,85845,59,14,45,100.00,2,Corn,10,5,true,true,true,188.29,200.00,On,78.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,85860,59,15,0,100.00,2,Corn,10,5,true,true,true,258.29,200.00,Off,78.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,85890,59,15,30,100.00,2,Corn,10,5,true,true,true,158.29,200.00,On,83.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,85905,59,15,45,100.00,2,Corn,10,5,true,true,true,233.29,200.00,Off,83.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,85920,59,16,0,100.00,2,Corn,10,5,true,true,true,183.29,200.00,On,83.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,85935,59,16,15,100.00,2,Corn,10,5,true,true,true,258.29,200.00,Off,88.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,85965,59,16,45,100.00,2,Corn,10,5,true,true,true,158.29,200.00,On,88.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,85980,59,17,0,100.00,2,Corn,10,5,true,true,true,233.29,200.00,Off,88.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,85995,59,17,15,100.00,2,Corn,10,5,true,true,true,186.63,200.00,On,89.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86010,59,17,30,100.00,2,Corn,10,5,true,true,true,261.63,200.00,Off,89.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86040,59,18,0,100.00,2,Corn,10,5,true,true,true,161.63,200.00,On,89.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86055,59,18,15,100.00,2,Corn,10,5,true,true,true,226.63,200.00,Off,84.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86070,59,18,30,100.00,2,Corn,10,5,true,true,true,176.63,200.00,On,84.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86085,59,18,45,100.00,2,Corn,10,5,true,true,true,251.63,200.00,Off,84.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86115,59,19,15,100.00,2,Corn,10,5,true,true,true,151.63,200.00,On,77.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86130,59,19,30,100.00,2,Corn,10,5,true,true,true,226.63,200.00,Off,77.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86145,59,19,45,100.00,2,Corn,10,5,true,true,true,176.63,200.00,On,77.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86160,59,20,0,100.00,2,Corn,10,5,true,true,true,251.63,200.00,Off,77.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86190,59,20,30,100.00,2,Corn,10,5,true,true,true,154.96,200.00,On,70.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86205,59,20,45,100.00,2,Corn,10,5,true,true,true,229.96,200.00,Off,70.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86220,59,21,0,100.00,2,Corn,10,5,true,true,true,179.96,200.00,On,70.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86235,59,21,15,100.00,2,Corn,10,5,true,true,true,254.96,200.00,Off,66.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86265,59,21,45,100.00,2,Corn,10,5,true,true,true,154.96,200.00,On,66.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86280,59,22,0,100.00,2,Corn,10,5,true,true,true,229.96,200.00,Off,66.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86295,59,22,15,100.00,2,Corn,10,5,true,true,true,179.96,200.00,On,60.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86310,59,22,30,100.00,2,Corn,10,5,true,true,true,254.96,200.00,Off,60.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86340,59,23,0,100.00,2,Corn,10,5,true,true,true,158.29,200.00,On,60.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86355,59,23,15,100.00,2,Corn,10,5,true,true,true,228.29,200.00,Off,55.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86370,59,23,30,100.00,2,Corn,10,5,true,true,true,178.29,200.00,On,55.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86385,59,23,45,100.00,2,Corn,10,5,true,true,true,253.29,200.00,Off,55.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,86400,60,0,0,100.00,2,Corn,10,5,true,true,true,203.29,200.00,Off,48.16,Off,1275.00,false,0.0,false,0.0,false,0,false,0,false,0,
No Random Event Happened,86400,60,0,0,100.00,2,Corn,10,5,true,true,true,203.29,200.00,Off,48.16,Off,-525.00,false,0.0,false,0.0,false,0,false,0,false,0,
Fertilizers Balanced,86400,60,0,0,100.00,2,Corn,10,5,true,true,true,203.29,200.00,Off,48.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86415,60,0,15,100.00,2,Corn,10,5,true,true,true,153.29,200.00,On,48.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86430,60,0,30,100.00,2,Corn,10,5,true,true,true,228.29,200.00,Off,48.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86445,60,0,45,100.00,2,Corn,10,5,true,true,true,178.29,200.00,On,48.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86460,60,1,0,100.00,2,Corn,10,5,true,true,true,253.29,200.00,Off,48.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86505,60,1,45,100.00,2,Corn,10,5,true,true,true,113.29,200.00,On,44.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,86520,60,2,0,100.00,2,Corn,10,5,true,true,true,188.29,200.00,On,39.16,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86535,60,2,15,100.00,2,Corn,10,5,true,true,true,263.29,200.00,Off,40.36,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86565,60,2,45,100.00,2,Corn,10,5,true,true,true,163.29,200.00,On,42.76,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86580,60,3,0,100.00,2,Corn,10,5,true,true,true,238.29,200.00,Off,43.96,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86595,60,3,15,100.00,2,Corn,10,5,true,true,true,188.29,200.00,On,41.16,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86610,60,3,30,100.00,2,Corn,10,5,true,true,true,258.29,200.00,Off,42.28,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86640,60,4,0,100.00,2,Corn,10,5,true,true,true,158.29,200.00,On,44.68,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86655,60,4,15,100.00,2,Corn,10,5,true,true,true,233.29,200.00,Off,37.88,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86670,60,4,30,100.00,2,Corn,10,5,true,true,true,183.29,200.00,On,39.08,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86685,60,4,45,100.00,2,Corn,10,5,true,true,true,258.29,200.00,Off,40.28,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86715,60,5,15,100.00,2,Corn,10,5,true,true,true,158.29,200.00,On,37.68,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86730,60,5,30,100.00,2,Corn,10,5,true,true,true,228.29,200.00,Off,38.80,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86745,60,5,45,100.00,2,Corn,10,5,true,true,true,178.29,200.00,On,40.00,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86760,60,6,0,100.00,2,Corn,10,5,true,true,true,248.29,200.00,Off,41.12,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86775,60,6,15,100.00,2,Corn,10,5,true,true,true,198.29,200.00,On,37.32,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86790,60,6,30,100.00,2,Corn,10,5,true,true,true,268.29,200.00,Off,38.44,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86820,60,7,0,100.00,2,Corn,10,5,true,true,true,168.29,200.00,On,40.84,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86835,60,7,15,100.00,2,Corn,10,5,true,true,true,243.29,200.00,Off,46.04,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86850,60,7,30,100.00,2,Corn,10,5,true,true,true,193.29,200.00,On,47.24,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86865,60,7,45,100.00,2,Corn,10,5,true,true,true,268.29,200.00,Off,48.44,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86895,60,8,15,100.00,2,Corn,10,5,true,true,true,168.29,200.00,On,55.84,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86910,60,8,30,100.00,2,Corn,10,5,true,true,true,243.29,200.00,Off,57.04,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86925,60,8,45,100.00,2,Corn,10,5,true,true,true,193.29,200.00,On,58.24,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86940,60,9,0,100.00,2,Corn,10,5,true,true,true,268.29,200.00,Off,59.44,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,86970,60,9,30,100.00,2,Corn,10,5,true,true,true,168.29,200.00,On,66.84,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,86985,60,9,45,100.00,2,Corn,10,5,true,true,true,238.29,200.00,Off,67.96,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87000,60,10,0,100.00,2,Corn,10,5,true,true,true,188.29,200.00,On,69.16,On,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,87000,60,10,0,100.00,2,Corn,10,5,true,true,true,188.29,200.00,On,73.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87015,60,10,15,100.00,2,Corn,10,5,true,true,true,263.29,200.00,Off,73.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87045,60,10,45,100.00,2,Corn,10,5,true,true,true,163.29,200.00,On,73.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87060,60,11,0,100.00,2,Corn,10,5,true,true,true,238.29,200.00,Off,73.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87075,60,11,15,100.00,2,Corn,10,5,true,true,true,188.29,200.00,On,76.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87090,60,11,30,100.00,2,Corn,10,5,true,true,true,263.29,200.00,Off,76.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87120,60,12,0,100.00,2,Corn,10,5,true,true,true,163.29,200.00,On,76.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87135,60,12,15,100.00,2,Corn,10,5,true,true,true,238.29,200.00,Off,79.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87150,60,12,30,100.00,2,Corn,10,5,true,true,true,188.29,200.00,On,79.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87165,60,12,45,100.00,2,Corn,10,5,true,true,true,263.29,200.00,Off,79.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87195,60,13,15,100.00,2,Corn,10,5,true,true,true,163.29,200.00,On,84.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87210,60,13,30,100.00,2,Corn,10,5,true,true,true,238.29,200.00,Off,84.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87225,60,13,45,100.00,2,Corn,10,5,true,true,true,188.29,200.00,On,84.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87240,60,14,0,100.00,2,Corn,10,5,true,true,true,263.29,200.00,Off,84.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87270,60,14,30,100.00,2,Corn,10,5,true,true,true,169.96,200.00,On,88.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87285,60,14,45,100.00,2,Corn,10,5,true,true,true,244.96,200.00,Off,88.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87300,60,15,0,100.00,2,Corn,10,5,true,true,true,194.96,200.00,On,88.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87315,60,15,15,100.00,2,Corn,10,5,true,true,true,269.96,200.00,Off,90.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87345,60,15,45,100.00,2,Corn,10,5,true,true,true,169.96,200.00,On,90.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87360,60,16,0,100.00,2,Corn,10,5,true,true,true,244.96,200.00,Off,90.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87375,60,16,15,100.00,2,Corn,10,5,true,true,true,194.96,200.00,On,93.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87390,60,16,30,100.00,2,Corn,10,5,true,true,true,269.96,200.00,Off,93.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87420,60,17,0,100.00,2,Corn,10,5,true,true,true,173.29,200.00,On,93.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87435,60,17,15,100.00,2,Corn,10,5,true,true,true,248.29,200.00,Off,96.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87450,60,17,30,100.00,2,Corn,10,5,true,true,true,198.29,200.00,On,96.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87465,60,17,45,100.00,2,Corn,10,5,true,true,true,273.29,200.00,Off,96.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87495,60,18,15,100.00,2,Corn,10,5,true,true,true,176.63,200.00,On,88.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87510,60,18,30,100.00,2,Corn,10,5,true,true,true,251.63,200.00,Off,88.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87540,60,19,0,100.00,2,Corn,10,5,true,true,true,154.96,200.00,On,88.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87555,60,19,15,100.00,2,Corn,10,5,true,true,true,229.96,200.00,Off,80.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87570,60,19,30,100.00,2,Corn,10,5,true,true,true,183.29,200.00,On,80.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87585,60,19,45,100.00,2,Corn,10,5,true,true,true,258.29,200.00,Off,80.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87615,60,20,15,100.00,2,Corn,10,5,true,true,true,158.29,200.00,On,72.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87630,60,20,30,100.00,2,Corn,10,5,true,true,true,233.29,200.00,Off,72.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87645,60,20,45,100.00,2,Corn,10,5,true,true,true,183.29,200.00,On,72.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87660,60,21,0,100.00,2,Corn,10,5,true,true,true,258.29,200.00,Off,72.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87690,60,21,30,100.00,2,Corn,10,5,true,true,true,158.29,200.00,On,67.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87705,60,21,45,100.00,2,Corn,10,5,true,true,true,228.29,200.00,Off,67.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87720,60,22,0,100.00,2,Corn,10,5,true,true,true,178.29,200.00,On,67.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87735,60,22,15,100.00,2,Corn,10,5,true,true,true,253.29,200.00,Off,61.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87765,60,22,45,100.00,2,Corn,10,5,true,true,true,153.29,200.00,On,61.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87780,60,23,0,100.00,2,Corn,10,5,true,true,true,223.29,200.00,Off,61.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87795,60,23,15,100.00,2,Corn,10,5,true,true,true,173.29,200.00,On,54.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87810,60,23,30,100.00,2,Corn,10,5,true,true,true,248.29,200.00,Off,54.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87825,60,23,45,100.00,2,Corn,10,5,true,true,true,198.29,200.00,On,54.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87840,61,0,0,100.00,2,Corn,10,5,true,true,true,273.29,200.00,Off,54.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,87840,61,0,0,100.00,2,Corn,10,5,true,true,true,273.29,200.00,Off,50.16,Off,4875.00,false,0.0,false,0.0,false,0,false,0,false,0,
No Random Event Happened,87840,61,0,0,100.00,2,Corn,10,5,true,true,true,273.29,200.00,Off,50.16,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87870,61,0,30,100.00,2,Corn,10,5,true,true,true,176.63,200.00,On,50.16,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87885,61,0,45,100.00,2,Corn,10,5,true,true,true,251.63,200.00,Off,50.16,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87915,61,1,15,100.00,2,Corn,10,5,true,true,true,151.63,200.00,On,46.16,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87930,61,1,30,100.00,2,Corn,10,5,true,true,true,226.63,200.00,Off,46.16,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87945,61,1,45,100.00,2,Corn,10,5,true,true,true,179.96,200.00,On,46.16,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,87960,61,2,0,100.00,2,Corn,10,5,true,true,true,254.96,200.00,Off,46.16,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,87960,61,2,0,100.00,2,Corn,10,5,true,true,true,254.96,200.00,Off,38.16,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,87990,61,2,30,100.00,2,Corn,10,5,true,true,true,154.96,200.00,On,40.56,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88005,61,2,45,100.00,2,Corn,10,5,true,true,true,229.96,200.00,Off,41.76,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88020,61,3,0,100.00,2,Corn,10,5,true,true,true,179.96,200.00,On,42.96,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88035,61,3,15,100.00,2,Corn,10,5,true,true,true,254.96,200.00,Off,40.16,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88065,61,3,45,100.00,2,Corn,10,5,true,true,true,154.96,200.00,On,42.56,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88080,61,4,0,100.00,2,Corn,10,5,true,true,true,229.96,200.00,Off,43.76,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88095,61,4,15,100.00,2,Corn,10,5,true,true,true,179.96,200.00,On,38.96,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88110,61,4,30,100.00,2,Corn,10,5,true,true,true,249.96,200.00,Off,40.08,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88125,61,4,45,100.00,2,Corn,10,5,true,true,true,199.96,200.00,On,41.28,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88140,61,5,0,100.00,2,Corn,10,5,true,true,true,274.96,200.00,Off,42.48,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88170,61,5,30,100.00,2,Corn,10,5,true,true,true,174.96,200.00,On,40.88,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88185,61,5,45,100.00,2,Corn,10,5,true,true,true,249.96,200.00,Off,42.08,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88200,61,6,0,100.00,2,Corn,10,5,true,true,true,199.96,200.00,On,43.28,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88215,61,6,15,100.00,2,Corn,10,5,true,true,true,274.96,200.00,Off,40.48,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88245,61,6,45,100.00,2,Corn,10,5,true,true,true,174.96,200.00,On,42.88,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88260,61,7,0,100.00,2,Corn,10,5,true,true,true,249.96,200.00,Off,44.08,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88275,61,7,15,100.00,2,Corn,10,5,true,true,true,199.96,200.00,On,47.28,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88290,61,7,30,100.00,2,Corn,10,5,true,true,true,274.96,200.00,Off,48.48,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88320,61,8,0,100.00,2,Corn,10,5,true,true,true,174.96,200.00,On,50.88,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88335,61,8,15,100.00,2,Corn,10,5,true,true,true,244.96,200.00,Off,57.00,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88350,61,8,30,100.00,2,Corn,10,5,true,true,true,194.96,200.00,On,58.20,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88365,61,8,45,100.00,2,Corn,10,5,true,true,true,269.96,200.00,Off,59.40,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88395,61,9,15,100.00,2,Corn,10,5,true,true,true,169.96,200.00,On,66.80,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88410,61,9,30,100.00,2,Corn,10,5,true,true,true,244.96,200.00,Off,68.00,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88425,61,9,45,100.00,2,Corn,10,5,true,true,true,194.96,200.00,On,69.20,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88440,61,10,0,100.00,2,Corn,10,5,true,true,true,269.96,200.00,Off,70.40,On,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,88440,61,10,0,100.00,2,Corn,10,5,true,true,true,269.96,200.00,Off,75.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88470,61,10,30,100.00,2,Corn,10,5,true,true,true,169.96,200.00,On,75.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88485,61,10,45,100.00,2,Corn,10,5,true,true,true,244.96,200.00,Off,75.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88500,61,11,0,100.00,2,Corn,10,5,true,true,true,198.29,200.00,On,75.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88515,61,11,15,100.00,2,Corn,10,5,true,true,true,273.29,200.00,Off,79.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88545,61,11,45,100.00,2,Corn,10,5,true,true,true,173.29,200.00,On,79.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88560,61,12,0,100.00,2,Corn,10,5,true,true,true,248.29,200.00,Off,79.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88590,61,12,30,100.00,2,Corn,10,5,true,true,true,151.63,200.00,On,83.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88605,61,12,45,100.00,2,Corn,10,5,true,true,true,226.63,200.00,Off,83.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,88620,61,13,0,100.00,2,Corn,10,5,true,true,true,176.63,200.00,On,83.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,88635,61,13,15,100.00,2,Corn,10,5,true,true,true,251.63,200.00,Off,85.40,Off,3075.00,false,0.0,false,0.0,false,0,false,0,false,0,
